rubriek,htr_notaris,inventarisnummer,serienummer,htr_titel,htr_aantal_scans,htr_status
371,HERMANUS VAN HEEL,12840,NOTI01100,12840_NOTI01100,635,HTR
371,HERMANUS VAN HEEL,12841,NOTI01101,12841_NOTI01101,670,HTR
371,HERMANUS VAN HEEL,12842,NOTI01102,12842_NOTI01102,632,HTR
371,HERMANUS VAN HEEL,12843,NOTI01103,12843_NOTI01103,586,HTR
371,HERMANUS VAN HEEL,12844,NOTI01104,12844_NOTI01104,575,HTR
371,HERMANUS VAN HEEL,12845,NOTI01105,12845_NOTI01105,672,HTR
371,HERMANUS VAN HEEL,12846,NOTI01106,12846_NOTI01106,588,HTR
371,HERMANUS VAN HEEL,12847,NOTI01107,12847_NOTI01107,686,HTR
371,HERMANUS VAN HEEL,12848,NOTI01108,12848_NOTI01108,700,HTR
371,HERMANUS VAN HEEL,12849,KLAB09039,12849_KLAB09039,662,HTR
371,HERMANUS VAN HEEL,12850,NOTI01109,12850_NOTI01109,642,HTR
371,HERMANUS VAN HEEL,12851,NOTI01110,12851_NOTI01110,680,HTR
371,HERMANUS VAN HEEL,12852,NOTI01111,12852_NOTI01111,537,HTR
371,HERMANUS VAN HEEL,12853,KLAG03569,12853_KLAG03569,739,HTR
371,HERMANUS VAN HEEL,12854,NOTI01112,12854_NOTI01112,986,HTR
371,HERMANUS VAN HEEL,12855,NOTI01113,12855_NOTI01113,645,HTR
371,HERMANUS VAN HEEL,12856,NOTI01114,12856_NOTI01114,691,HTR
371,HERMANUS VAN HEEL,12857,NOTI01115,12857_NOTI01115,656,HTR
371,HERMANUS VAN HEEL,12858,NOTG00021,12858_NOTG00021,840,HTR
371,HERMANUS VAN HEEL,12859,KLAB08114,12859_KLAB08114,684,HTR
371,HERMANUS VAN HEEL,12860,NOTI01116,12860_NOTI01116,577,HTR
371,HERMANUS VAN HEEL,12861,NOTI01117,12861_NOTI01117,622,HTR
371,HERMANUS VAN HEEL,12862,NOTI01118,12862_NOTI01118,716,HTR
371,HERMANUS VAN HEEL,12863,A29378,12863_A29378,868,HTR
371,HERMANUS VAN HEEL,12864,NOTI01119,12864_NOTI01119,682,HTR
371,HERMANUS VAN HEEL,12865,NOTI01120,12865_NOTI01120,751,HTR
371,HERMANUS VAN HEEL,12866,NOTG00022,12866_NOTG00022,700,HTR
371,HERMANUS VAN HEEL,12867,NOTI01121,12867_NOTI01121,826,HTR
371,HERMANUS VAN HEEL,12868,NOTI01122,12868_NOTI01122,604,HTR
371,HERMANUS VAN HEEL,12869,NOTG00023,12869_NOTG00023,600,HTR
371,HERMANUS VAN HEEL,12870,NOTI01123,12870_NOTI01123,640,HTR
371,HERMANUS VAN HEEL,12871,NOTI01124,12871_NOTI01124,703,HTR
371,HERMANUS VAN HEEL,12872,NOTI01125,12872_NOTI01125,571,HTR
371,HERMANUS VAN HEEL,12873,NOTI01126,12873_NOTI01126,762,HTR
371,HERMANUS VAN HEEL,12874,NOTI01127,12874_NOTI01127,692,HTR
371,HERMANUS VAN HEEL,12875,KLAB00116,12875_KLAB00116,686,HTR
371,HERMANUS VAN HEEL,12876,NOTI01219,12876_NOTI01219,486,HTR
371,HERMANUS VAN HEEL,12877,NOTI01220,12877_NOTI01220,657,HTR
371,HERMANUS VAN HEEL,12878,NOTI01221,12878_NOTI01221,573,HTR
371,HERMANUS VAN HEEL,12879,NOTI01222,12879_NOTI01222,677,HTR
371,HERMANUS VAN HEEL,12880,NOTI01223,12880_NOTI01223,533,HTR
371,HERMANUS VAN HEEL,12881,NOTI01224,12881_NOTI01224,672,HTR
371,HERMANUS VAN HEEL,12882,NOTI01225,12882_NOTI01225,705,HTR
371,HERMANUS VAN HEEL,12883,NOTI01226,12883_NOTI01226,825,HTR
371,HERMANUS VAN HEEL,12884,NOTI01227,12884_NOTI01227,394,HTR
377,CORNELIS STAAL,13131,A31239,13131_A31239,933,GT
377,CORNELIS STAAL,13132,KLAC01201,13132_KLAC01201,748,GT
377,CORNELIS STAAL,13133,KLAC01152,13133_KLAC01152,538,GT
377,CORNELIS STAAL,13134,KLAC01199,13134_KLAC01199,534,GT
390,HENDRIK DANIEL VAN HOORN,14255,KLAC00384,14255_KLAC00384,545,HTR
390,HENDRIK DANIEL VAN HOORN,14256,KLAC00452,14256_KLAC00452,708,HTR
390,HENDRIK DANIEL VAN HOORN,14257,KLAC00451,14257_KLAC00451,686,HTR
390,HENDRIK DANIEL VAN HOORN,14258,KLAC00437,14258_KLAC00437,704,HTR
390,HENDRIK DANIEL VAN HOORN,14259,KLAC00463,14259_KLAC00463,634,HTR
390,HENDRIK DANIEL VAN HOORN,14260,KLAC00458,14260_KLAC00458,627,GT
390,HENDRIK DANIEL VAN HOORN,14261,KLAC00470,14261_KLAC00470,544,HTR
390,HENDRIK DANIEL VAN HOORN,14262,KLAC00396,14262_KLAC00396,325,HTR
390,HENDRIK DANIEL VAN HOORN,14263,KLAC00391,14263_KLAC00391,677,HTR
390,HENDRIK DANIEL VAN HOORN,14264,KLAC00371,14264_KLAC00371,463,HTR
390,HENDRIK DANIEL VAN HOORN,14265,KLAC00421,14265_KLAC00421,567,HTR
390,HENDRIK DANIEL VAN HOORN,14266,KLAC00655,14266_KLAC00655,483,HTR
390,HENDRIK DANIEL VAN HOORN,14267,KLAC00675,14267_KLAC00675,490,HTR
390,HENDRIK DANIEL VAN HOORN,14268,KLAC00678,14268_KLAC00678,698,HTR
390,HENDRIK DANIEL VAN HOORN,14269,KLAC00687,14269_KLAC00687,912,HTR
390,HENDRIK DANIEL VAN HOORN,14270,KLAC00715,14270_KLAC00715,701,HTR
390,HENDRIK DANIEL VAN HOORN,14271,KLAC00736,14271_KLAC00736,795,HTR
390,HENDRIK DANIEL VAN HOORN,14272,KLAC00814,14272_KLAC00814,513,HTR
390,HENDRIK DANIEL VAN HOORN,14273,KLAC00769,14273_KLAC00769,505,HTR
390,HENDRIK DANIEL VAN HOORN,14274,KLAC00822,14274_KLAC00822,754,HTR
390,HENDRIK DANIEL VAN HOORN,14275,KLAC01158,14275_KLAC01158,218,GT
390,HENDRIK DANIEL VAN HOORN,14276,KLAC01163,14276_KLAC01163,246,HTR
